,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,image,image2,bus,railway,public_transport,PublicTraffic,What
194,25.6908984172656,32.6407225944580,البالون الطائر في الاقصر,The flying balloon in Luxor,,محافظة الأقصر,"توفر الشركة للمشاركين رحلات مناطيد عبر المساحات الخضراء الشاسعة والصحراء، وسيتمكن الزوار أيضاً من التمتع بإطلالات مهيبة على نهر النيل. وهي رحلات آمنة جداً ويشرف عليها مدربون محترفون لديهم خبرة سنوات طويلة في المجال.",السياحة الترفيهية,,,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/Hot%20Air%20Balloon%20in%20Luxor.png',,,,,,
195,24.0493791394724,32.8623465913868,منتجع فينتي كامب أسوان,Fenty Camp Resort Aswan,,محافظة أسوان,"فينتي كامب أسوان، هو منتجع سياحي متكامل في مدينة أسوان في جمهورية مصر، يوفر تجربة مثالية تغمس الأفراد بالثقافة المصرية الاصيلة، من خلال المرافق والانشطة والخدمات التي يوفرها المكان لهم، منها المطاعم التي تقدم الوجبات المحلية الشهية، والجلسات الفريدة الواقعة بالقرب من الشاطئ، بالاضافة الى جولات القوارب وجولات ركوب الجمال، وغيرها.",السياحة الترفيهية,,,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/e5232479-6caa-423f-bacf-b59956f09887_sm.jpg',,,,,,
196,27.1349996642589,33.8217660597463,معرض الأحياء المائية,Aquarium exhibition,,محافظة البحر الأحمر,"يقع حوض السمك الكبير او جراند أكواريوم الغردقة في مدينة الغردقة وهو عالم كبير من الأحياء البحرية الرائعة، حيث يمكنك التعرّف على  أكثر من 1200 حيوان بحري من أكثر من 1000 نوع موزعة في 22 معرض مختلف، ومن هذه الحيوانات: السلاحف والأسماك بأنواعها وألوانها الرائعة والتماسيح وغيرها الكثير. كل هذه المعارض رائعة بحد ذاتها، حيث تشتمل على مشاريع العلوم والبحوث البحرية المتنوعة وبرامج التكاثر والحفاظ على الحيوانات البحرية والكائنات البحرية المهددة بالانقراض، والجهود المتواصلة لتوعية الزوار بأهمية المحيط.",السياحة الترفيهية,,متاحف,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/2017032701010717.jpg',,,,,,
197,27.2610642822217,33.8192045865952,متحف اسماك البحر الأحمر,Red Sea Fish Museum,,محافظة البحر الأحمر,"ضأ كواريوم البحر الأحمر الكثير من أنواع الأسماك من مختلف بقاع الأرض، لكن الأسماك الأكثر شهرة في المكان هي الأسماك التي تم جمعها من الشرق الأوسط، ويفضل المحليون هذا الشق من حوض المياه لأنه يعرفهم على طبيعية بلادهم وبيئتها والكائنات الحية الموجودة فيها. ويوجد في الأحواض المائية أيضا الكثير من أنواع المرجان المذهلة، وحوض تملؤه قناديل البحر، وحوض صغير فيه قطيع جمبري يرقص رقصات متناغمة في ظاهرة طبيعية فريدة، وغيرها.",السياحة الترفيهية,,متاحف,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/2017032701010717.jpg',,,,,,
198,26.5649355541242,31.7040753325368,جزيرة الزهور,Flower Island,,محافظة سوهاج,جزيرة الزهور هي جزيرة صغيرة تقع في نهر النيل أمام مدينة سوهاج وهي معلم سياحي وترفيهي من معالم محافظة سوهاج. يقابل الجزيرة من الجهة الشرقية متحف سوهاج الاثري وتضم جزيرة الزهور نحو 23 شاليه وحمام سباحة وملاعب أطفال ومطعم وصالة للأفراح وهي تعتبر من الأماكن الجميلة المحببة في الإقامة.,السياحة الترفيهية,,,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/89i78.jpg',,,,,,
199,26.6176827517944,31.7798296469162,المخيم السياحى بحى الكوثر,The tourist camp in Al-Kawthar district,,محافظة سوهاج,قع علي مساحه 30 الف متر مربع بحي الكوثر وهو عباره عن مبني من دورين والمخيم يشمل لوبي وصاله للافراح وحدائق وملاعب للاطفال وحديقه حيوان وبوفيه ومطعم ومخصص به ركن للعائلات وركن للشباب وبه اصطبل للخيل ومساحات للتخييم,السياحة الترفيهية,,,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/2018_12_30_15_56_28_67.jpg',,,,,,
200,26.5773102254058,31.7011195169597,جزيرة قرمان,Karaman Island,,محافظة سوهاج,"تُعد جزيرة قرمان إحدى الجزر النيلية التابعة لمحافظة سوهاج في صعيد مصر والتي يبلغ عددها 20 جزيرةً، منهم 5 جُزر فقط سكنية، أما قرمان فهي جزيرة غير مأهولة بالسكان ولكنها كذلك ليست خاوية، فالحركة دائمة عليها سواءً من موظفي المكاتب والمصالح الحكومية، أو من العمال والزوار لخدمات الجزيرة، حيث تُعتبر قرمان ملاهي وجزيرة ترفيهية تُعرف غالبًا باسم جزيرة الزهور نسبة إلى أقرب جزر سوهاج إليها، وتمتد على مساحة 500 فدانٍ تقريبًا بوسط نيل سوهاج، كما يوجد لها امتداد من الجهة الجنوبية نحو مدينة سوهاج يقدر بحوالي 160 فداناً، مما يجعلها واحدة من أكبر جزر سوهاج المنتشرة داخل حدودها على نهر النيل، ومن أشهر الجزر المصرية بصعيد مصر.",السياحة الترفيهية,,,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/2018_12_30_15_56_28_67.jpg',,,,,,
201,25.7049912476365,32.6432972740786,الممشى السياحى,Tourist walkway,,محافظة الأقصر,"شهدت محافظة الأقصر، خلال الفترة الماضية، العمل بأهم مشروع لخدمة السياح والأهالى وهو تطوير كورنيش النيل بالأقصر، وذلك تنفيذاً لتوجيهات القيادة السياسية بالاهتمام البالغ بالمناطق السياحية والأثرية بمحافظة الأقصر، ومن منطلق إظهار مدينة الأقصر ذات الطابع الأثرى العريق، لتجميله أمام الضيوف من حول العالم.  إنه تم تطوير وتجميل كورنيش الأقصر بطول (1700م2) (علوي ",السياحة الترفيهية,,,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/project-163069026861325bdcb5657.jpg',,,,,,
202,27.0998647113070,33.8231323051909,متحف الرمال بالغردقة,Sand Museum in Hurghada,العصر الحديث,محافظة البحر الأحمر,"متحف مدينة الرمل هو عبارة عن مخصص للرمال المنحوتة وهو المتحف الوحيد من نوعه في قارة أفريقيا والشرق الأوسط، تتكون مدينة الرمال في مدينة الغردقة من 42 تمثالا تاريخيا و 17 تحفة مرمة تعود لفنانين من مختلف البلدان الذين تركوا جزءاً من القلب والروح في عملهم. وأهم ما يميّز هذا المتحف هو أن كل ما يعرضه يقع في الخارج (أي في الهواء الطلق) وهو قريب على الفنادق والمراكز التجارية. ",السياحة الثقافية,,متاحف,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/IMG_20230108_150340.jpg',,,,,,
203,27.1960527810122,33.8233858854086,متحف ورق البردي,Papyrus Museum,العصر الحديث,محافظة البحر الأحمر,"متحف ورق البردي هو عبارة عن متحف ومتجر تاريخي يضم ورق البردي القديم، وهو أكبر صالة بردية في مصر",السياحة الثقافية,,متاحف,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/unnamed.jpg',,,,,,
204,24.0851443407888,32.8871088960960,متحف أسوان,Aswan Museum,العصر الحديث,محافظة أسوان,"يقع متحف أسوان في إلفنتين، في الجانب الجنوبي الشرقي من أسوان، وهو أحد أقدم المتاحف في أسوان وفي مصر بشكلٍ عام، فهو يعود بتاريخه إلى عام 1912م، حينما تم إنشاؤه من قبل عالم المصريات البريطاني سيسيل ما لابي فيرث (Cecil Mallaby Firth). ويضم المتحف قطعًا أثرية من النوبة كانت موجودة أثناء بناء سد أسوان كالأواني والأسلحة والفخار والمومياوات.",السياحة الثقافية,,متاحف,مصر,,,,,,,,
